order_id,items
1,Salad
2,"Pizza, Coke"
3,"Sushi, Tea"
4,"Donut, Soup"
5,"Taco, Wrap, Soup"
6,Salad
7,"Nuggets, Smoothie, Burger, Fries"
8,"Sushi, Tea"
9,"Taco, Wrap, Taco"
10,Smoothie
11,"IceCream, Donut"
12,"Pasta, Salad"
13,"Taco, Wrap"
14,"IceCream, Donut"
15,"IceCream, Donut"
16,"Pasta, Salad, Sushi"
17,"Pasta, Tea, Nuggets, Soup"
18,"Pizza, Coke, Donut"
19,"Smoothie, Pasta"
20,"IceCream, Donut, Soup"
21,"Pasta, Salad"
22,"Donut, Tea, Burger"
23,"Taco, Wrap"
24,"Wrap, Soup, Tea"
25,"Burger, Fries, Coke"
26,"Taco, IceCream, Coke, Salad"
27,"Taco, Wrap"
28,"Taco, Wrap"
29,"Nuggets, Soup"
30,"Nuggets, IceCream"
31,"IceCream, Donut, Sandwich"
32,"Taco, Wrap"
33,"Taco, Wrap"
34,"Taco, Wrap, Coke"
35,"Fries, Sandwich"
36,Nuggets
37,"Pizza, Coke"
38,"Pizza, Coke"
39,"Taco, Wrap"
40,"Burger, Fries, Coke"
41,"Pizza, Pasta"
42,"Pasta, Salad, Sandwich"
43,"Pasta, Salad, Pizza"
44,"Burger, Fries, Coke"
45,"Taco, Wrap"
46,"Burger, Fries, Coke"
47,"Nuggets, IceCream"
48,"Coke, Donut, IceCream"
49,"Sushi, Tea"
50,"Burger, Fries, Coke"
51,"IceCream, Donut, Nuggets"
52,"Soup, Fries, Donut, Wrap"
53,Coke
54,Tea
55,"Sushi, Sandwich"
56,Pizza
57,"Tea, Donut, Sandwich, Taco"
58,Smoothie
59,"Sushi, Tea, Fries"
60,"Sushi, Tea, Taco"
61,Smoothie
62,"Burger, Fries, Coke, Sushi"
63,"Tea, Fries"
64,"IceCream, Donut"
65,"Nuggets, Taco, Smoothie"
66,"Sushi, Tea"
67,"IceCream, Donut, Soup"
68,"Sandwich, Sushi, IceCream, Fries"
69,Fries
70,"Pasta, Salad"
71,"Taco, Wrap"
72,"Pasta, Tea"
73,"Sushi, IceCream, Taco"
74,"Taco, Burger"
75,"Sushi, Tea, Burger"
76,"Pizza, Coke"
77,"Sushi, Tea"
78,"Salad, Donut"
79,"Burger, Fries, Coke"
80,"Pasta, Salad"
81,"Pasta, Salad"
82,"Pizza, Coke, Taco"
83,Pasta
84,Burger
85,"Sushi, Tea"
86,"Donut, Taco, Nuggets, Pizza"
87,"Sushi, Salad"
88,"Burger, Fries, Coke"
89,"Pizza, Coke, Taco"
90,"Soup, Sandwich"
91,Coke
92,"Wrap, Pizza, IceCream"
93,"Burger, Fries, Coke"
94,"IceCream, Donut"
95,"Smoothie, IceCream"
96,"IceCream, Nuggets, Pasta, Fries"
97,"Coke, Soup, Donut"
98,"Pizza, Coke"
99,"IceCream, Donut"
100,"IceCream, Donut, Donut"
101,"Pasta, Salad"
102,"Pasta, Salad, Pasta"
103,"Sushi, Tea"
104,"Coke, Salad"
105,"IceCream, Donut"
106,"Pasta, Salad"
107,"IceCream, Donut"
108,"IceCream, Salad, Smoothie"
109,"Pizza, Coke"
110,"Pizza, Coke"
111,"IceCream, Donut"
112,"Pasta, Salad"
113,"Pizza, Coke"
114,"Taco, Wrap"
115,"Sushi, Tea"
116,"Burger, Fries, Coke"
117,"Salad, Tea, Donut"
118,"Sushi, Tea, Sushi"
119,"Salad, Sushi"
120,"Pizza, Coke"
121,"Burger, Fries, Coke"
122,"Burger, Fries, Coke"
123,"Pizza, Coke"
124,"Pizza, Coke"
125,"Sushi, Tea"
126,"Pizza, Coke"
127,"Burger, Fries, Coke"
128,"Soup, Pasta"
129,"Taco, Wrap, Pasta"
130,"Pasta, Salad"
131,"IceCream, Donut"
132,"Sushi, Burger, Pasta, Donut"
133,Donut
134,"Pasta, Salad"
135,"Taco, Nuggets"
136,"Pasta, Salad"
137,"Pizza, Coke"
138,"Taco, Wrap"
139,Coke
140,"IceCream, Donut"
141,"Burger, Fries, Coke, Taco"
142,"Nuggets, Donut"
143,Smoothie
144,"Tea, IceCream"
145,Fries
146,"Pizza, Coke"
147,"Sushi, Tea"
148,"Pasta, Salad"
149,Sushi
150,"Coke, Pasta"
151,"Pizza, Coke, Pizza"
152,"Pasta, Salad"
153,"Pizza, Coke"
154,"Wrap, Pasta, Nuggets"
155,Tea
156,"Pizza, Coke"
157,"IceCream, Donut"
158,"Taco, Wrap"
159,"Burger, Fries, Coke"
160,"Sushi, Tea, Soup"
161,"Pasta, IceCream"
162,"Burger, Fries, Coke, Pasta"
163,"Sushi, Tea, Sushi"
164,"Sushi, Tea"
165,"Pizza, Coke, Burger"
166,"Smoothie, Sandwich"
167,"Pizza, Coke"
168,"Burger, Fries, Coke"
169,"Smoothie, Taco, Fries"
170,"Burger, Fries, Coke, Donut"
171,"Burger, Fries, Coke, Sandwich"
172,"Taco, Wrap"
173,"Donut, Wrap"
174,"Salad, Burger"
175,"Pizza, Coke"
176,"Sushi, Tea"
177,"Burger, Fries, Coke"
178,"Taco, Wrap, Pizza"
179,"Sushi, Tea, Burger"
180,"IceCream, Donut, Salad"
181,"Pasta, Coke"
182,"Soup, Salad"
183,"Sushi, Smoothie"
184,"Taco, Wrap"
185,Wrap
186,"Pizza, Coke"
187,"Sushi, Nuggets, Soup"
188,"Pasta, Salad"
189,"Salad, Taco, Donut, Coke"
190,"Sushi, Tea, Sushi"
191,"Pizza, Coke"
