order_id,items
1,"1 x Donut, 1 x Wrap"
2,"1 x Sushi, 1 x Smoothie"
3,1 x Donut
4,"1 x Pasta, 1 x Salad, 1 x Fries"
5,"1 x Burger, 1 x Salad, 1 x Sandwich"
6,"1 x Pasta, 1 x Sushi, 1 x Burger"
7,"1 x Fries, 1 x Sandwich"
8,"1 x Sushi, 1 x Tea, 1 x Burger"
9,"1 x Sushi, 1 x Tea, 1 x Wrap"
10,"1 x Taco, 1 x Wrap, 1 x Sushi"
11,"1 x Pasta, 1 x Salad, 1 x Tea"
12,"1 x Burger, 1 x Fries, 1 x Coke"
13,"1 x Sushi, 1 x Tea"
14,"1 x Sushi, 1 x Tea"
15,1 x Donut
16,1 x Sushi
17,"1 x Pasta, 1 x Salad"
18,"1 x Pizza, 1 x Coke, 1 x Soup"
19,"1 x Pizza, 1 x Coke"
20,"1 x Taco, 1 x Sandwich"
21,"1 x Pizza, 1 x Burger, 1 x Coke"
22,1 x Smoothie
23,"1 x Nuggets, 1 x Pasta, 1 x Tea"
24,"1 x Pasta, 1 x Salad"
25,"1 x Donut, 1 x Taco, 1 x Coke"
26,"1 x Fries, 1 x Pasta"
27,"1 x Pizza, 1 x Coke"
28,"1 x Burger, 1 x Fries, 1 x Coke"
29,"1 x Fries, 1 x Salad, 1 x Wrap"
30,"1 x IceCream, 1 x Donut"
31,1 x Wrap
32,"1 x Pizza, 1 x Coke"
33,"1 x IceCream, 1 x Donut"
34,1 x Pasta
35,"1 x Pasta, 1 x Salad, 1 x Sandwich"
36,"1 x Burger, 1 x Fries, 1 x Coke"
37,"1 x Pizza, 1 x Coke"
38,"1 x Pizza, 1 x Coke, 1 x Donut"
39,"1 x Burger, 1 x Fries, 1 x Coke"
40,"1 x Taco, 1 x Wrap"
41,"1 x Sushi, 1 x Tea"
42,1 x Taco
43,"1 x Pasta, 1 x Salad"
44,"1 x Sandwich, 1 x Donut, 1 x IceCream, 1 x Tea"
45,"1 x Salad, 1 x Sushi"
46,"1 x Nuggets, 1 x Tea"
47,"1 x IceCream, 1 x Donut, 1 x Salad"
48,"1 x Taco, 1 x Wrap"
49,"1 x Taco, 1 x Wrap, 1 x Fries"
50,1 x IceCream
51,"1 x Taco, 1 x Wrap, 1 x Salad"
52,"1 x Pasta, 1 x Burger, 1 x IceCream"
53,1 x Coke
54,"1 x Taco, 1 x Wrap"
55,"1 x IceCream, 1 x Wrap, 1 x Pizza"
56,"1 x Donut, 1 x Burger"
57,1 x Donut
58,"1 x Pasta, 1 x Salad"
59,"1 x Pasta, 1 x Burger"
60,"1 x Pizza, 1 x Coke"
61,"1 x IceCream, 1 x Donut"
62,"1 x Pasta, 1 x Salad, 1 x Taco"
63,"1 x IceCream, 1 x Donut"
64,"1 x Burger, 1 x Fries, 1 x Coke"
65,"1 x Sushi, 1 x Tea"
66,"1 x Taco, 1 x Wrap, 1 x Burger"
67,1 x Fries
68,"1 x Taco, 1 x Soup, 1 x IceCream"
69,"1 x Pizza, 1 x Coke"
70,1 x Donut
71,"1 x Pizza, 1 x Coke, 1 x Smoothie"
72,"1 x Coke, 1 x Wrap"
73,1 x Pasta
74,"1 x IceCream, 1 x Donut"
75,"1 x Taco, 1 x Wrap"
76,"1 x Sushi, 1 x Tea, 1 x Fries"
77,"1 x Pasta, 1 x Salad"
78,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Tea"
79,"1 x Pizza, 1 x Coke"
80,"1 x Coke, 1 x Pasta"
81,1 x Salad
82,"1 x IceCream, 1 x Donut, 1 x Tea"
83,"1 x Pasta, 1 x Tea, 1 x Coke"
84,"1 x Burger, 1 x Fries, 1 x Coke"
85,"1 x Burger, 1 x Fries, 1 x Coke"
86,"1 x Taco, 1 x Wrap"
87,"1 x Smoothie, 1 x Burger, 1 x Taco, 1 x Tea"
88,1 x IceCream
89,1 x Sushi
90,"1 x Taco, 1 x Tea, 1 x Soup"
