order_id,items
1,"IceCream, Donut"
2,"Sushi, Tea"
3,"Pizza, Coke, Coke"
4,"Burger, Fries, Coke, Tea"
5,"Pizza, Coke"
6,IceCream
7,"Nuggets, Coke, Tea"
8,"Burger, Fries, Coke"
9,"Sushi, Taco, Tea, Donut"
10,"Taco, Wrap"
11,"Pasta, Salad"
12,"Burger, Fries, Coke, IceCream"
13,"IceCream, Donut, Tea"
14,"Pizza, Coke"
15,"IceCream, Donut, Fries"
16,"Pizza, Coke, Pizza"
17,"IceCream, Donut, Donut"
18,"Burger, Fries, Coke"
19,"Pasta, Salad"
20,"Pasta, Salad, Coke"
21,"Taco, Wrap"
22,Coke
23,"Taco, Wrap"
24,Burger
25,"Wrap, Sushi"
26,"Sushi, Tea, Fries"
27,"Burger, Fries, Coke"
28,"Pasta, Salad"
29,"Pasta, Salad, Sandwich"
30,"Pasta, Salad, Taco"
31,"IceCream, Pasta, Nuggets, Smoothie"
32,"Pasta, Salad"
33,"Sushi, Tea"
34,"IceCream, Donut"
35,"Coke, Salad"
36,"Fries, Taco"
37,Burger
38,"Fries, Burger, Pizza"
39,"IceCream, Donut, Burger"
40,"Pizza, Coke"
41,"Taco, Wrap"
42,"Pizza, Coke"
43,"IceCream, Donut"
44,"Donut, Coke"
45,"Pasta, Salad, Donut"
46,"IceCream, Donut"
47,"IceCream, Donut, Nuggets"
48,"IceCream, Donut, Donut"
49,"Sushi, Tea"
50,"Pizza, Coke, Soup"
51,"Taco, Wrap"
52,"Pasta, Salad"
53,"Sushi, Tea"
54,"Pizza, Coke"
55,"Burger, Fries, Coke, Burger"
56,"Taco, Donut"
57,"IceCream, Donut"
58,"Pizza, Coke"
59,"IceCream, Donut, Pasta"
60,"Pasta, Taco, Burger"
61,"Burger, Fries, Coke"
62,"Tea, Fries"
63,"Tea, Nuggets"
64,"Taco, Wrap"
65,"Sushi, Tea"
66,"Burger, Nuggets, Fries"
67,"Burger, Fries, Coke"
68,"Taco, Wrap"
69,"Sushi, Tea, Pasta"
70,Salad
71,"Taco, Wrap, Wrap"
72,"Burger, Fries, Coke, Coke"
73,"IceCream, Coke"
74,"Sushi, Taco"
75,"Soup, Fries"
76,"Sushi, Tea"
77,"Wrap, Sandwich, Burger, Nuggets"
78,"Taco, Wrap"
79,"Pizza, Coke"
80,"Donut, Nuggets"
81,"IceCream, Donut"
82,"Sushi, Tea"
83,"IceCream, Donut, Burger"
84,"Salad, Wrap"
85,"Burger, Fries, Coke"
86,"Burger, Fries, Coke"
87,"Fries, Salad"
88,Wrap
89,"IceCream, Donut"
90,Nuggets
91,"Pizza, Coke"
92,"Burger, Fries, Coke"
93,"Sandwich, Coke"
94,"Pasta, Salad"
95,"Nuggets, Soup"
96,"Taco, Wrap"
97,"Pizza, Coke"
98,"Pasta, Salad"
99,"Pizza, Coke"
100,"Tea, Burger"
101,"IceCream, Donut"
102,"Sandwich, Pizza, Coke, Burger"
103,"Pizza, Coke, Sandwich"
104,"Donut, Wrap, Coke"
105,"Pizza, Coke"
106,"IceCream, Donut, Pizza"
107,"Coke, Donut"
108,"Taco, Wrap"
109,"Wrap, Tea"
110,"Taco, Wrap"
111,"Sushi, Taco, Soup, Salad"
112,"Sushi, Coke"
113,"Pizza, Coke"
114,IceCream
115,"Taco, Wrap"
116,"Sushi, Tea"
117,"Pizza, Coke, Fries"
118,"Pizza, Coke"
119,"Pasta, Salad"
120,"Burger, Fries, Coke"
121,"Taco, Wrap, Nuggets"
122,Smoothie
123,"Sushi, Nuggets, Pasta, IceCream"
124,"Salad, Smoothie"
125,"Soup, Tea"
126,Wrap
127,Soup
128,Burger
129,"Fries, Tea"
130,"Pizza, Coke"
131,"Sushi, Tea"
132,Smoothie
133,"IceCream, Donut"
134,"Sushi, Tea, Coke"
135,"Pizza, Coke, Sushi"
136,"Pizza, Coke"
137,"Burger, Fries, Coke"
138,"Pasta, Salad"
139,"IceCream, Donut"
140,Fries
141,"IceCream, Donut, Tea"
142,"Coke, IceCream"
143,"Salad, Taco"
144,"Taco, Wrap, Donut"
145,"IceCream, Donut"
146,"Pizza, Coke, Sandwich"
147,Coke
148,"Smoothie, Donut"
149,"Sushi, Donut, Soup"
150,"Smoothie, Fries"
151,"Pasta, Salad, Fries"
152,"Sushi, Pasta"
153,"Pizza, Coke"
154,"Pizza, Coke"
155,"Sushi, Donut, Burger"
156,"Burger, Fries, Coke"
157,"Pasta, Salad"
158,"Pasta, Salad"
159,"Fries, Coke, Taco, Nuggets"
160,"Pizza, Coke, Sandwich"
161,"Fries, Nuggets"
162,"Soup, Pizza"
163,"Burger, Fries, Coke, IceCream"
164,"Sushi, Tea, Pasta"
165,"Pasta, Taco"
166,IceCream
167,Pasta
168,Pasta
169,"Sushi, Tea, Pizza"
170,"Taco, Wrap"
171,"IceCream, Donut"
