order_id,items
1,"1 x Tea, 1 x Donut"
2,"1 x Burger, 1 x Smoothie"
3,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Sushi"
4,"1 x Burger, 1 x Fries, 1 x Coke"
5,"1 x Taco, 1 x Wrap"
6,"1 x Sushi, 1 x Tea"
7,"1 x Pasta, 1 x Pizza, 1 x Fries"
8,"1 x Sushi, 1 x Coke"
9,"1 x Pizza, 1 x Coke, 1 x Taco"
10,"1 x Sushi, 1 x Tea"
11,"1 x Sandwich, 1 x Salad"
12,1 x Pasta
13,"1 x Sushi, 1 x Tea, 1 x Wrap"
14,1 x Smoothie
15,"1 x IceCream, 1 x Donut, 1 x Coke"
16,"1 x IceCream, 1 x Donut"
17,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Taco"
18,"1 x Sushi, 1 x Tea"
19,"1 x Burger, 1 x Fries, 1 x Coke"
20,1 x Salad
21,"1 x Pasta, 1 x Salad"
22,"1 x Sushi, 1 x Tea, 1 x Pizza"
23,"1 x Pasta, 1 x Salad"
24,"1 x Pizza, 1 x Coke"
25,"1 x Taco, 1 x Wrap"
26,1 x Salad
27,"1 x Pizza, 1 x Coke"
28,1 x Wrap
29,"1 x Donut, 1 x Pizza"
30,1 x Pasta
31,1 x Salad
32,"1 x Burger, 1 x Fries, 1 x Coke"
33,"1 x Sushi, 1 x Tea"
34,"1 x IceCream, 1 x Donut"
35,"1 x Sushi, 1 x Tea"
36,"1 x Tea, 1 x Salad, 1 x Donut"
37,"1 x Pasta, 1 x Salad, 1 x Soup"
38,1 x Burger
39,"1 x Burger, 1 x Fries, 1 x Coke"
40,"1 x Taco, 1 x Donut"
41,"1 x Sushi, 1 x Tea, 1 x Taco"
42,"1 x Burger, 1 x Fries, 1 x Coke"
43,1 x Salad
44,1 x Soup
45,"1 x Sushi, 1 x Tea, 1 x IceCream"
46,"1 x Taco, 1 x Wrap"
47,"1 x Sushi, 1 x Tea"
48,"1 x Pasta, 1 x Salad, 1 x Pasta"
49,1 x Pasta
50,"1 x Sushi, 1 x Tea"
51,"1 x Pizza, 1 x Coke"
52,"1 x IceCream, 1 x Donut"
53,"1 x Sushi, 1 x Tea"
54,1 x Pasta
55,"1 x Wrap, 1 x Donut"
56,"1 x Pizza, 1 x Fries, 1 x Soup"
57,"1 x Sushi, 1 x Tea"
58,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Soup"
59,"1 x Tea, 1 x Pasta, 1 x Burger, 1 x Sandwich"
60,"1 x Pizza, 1 x Coke"
61,"1 x Taco, 1 x Wrap"
62,"1 x IceCream, 1 x Donut"
63,"1 x Pasta, 1 x Salad"
64,"1 x IceCream, 1 x Donut"
65,"1 x Pasta, 1 x Donut"
66,"1 x Tea, 1 x Nuggets"
67,1 x Wrap
68,"1 x Taco, 1 x Wrap, 1 x Pasta"
69,"1 x Pasta, 1 x Salad"
70,1 x Soup
71,"1 x Sushi, 1 x Tea"
72,"1 x Burger, 1 x Fries, 1 x Coke"
73,"1 x Fries, 1 x Soup"
74,"1 x Donut, 1 x Sandwich, 1 x Pizza, 1 x Salad"
