order_id,items
1,1 x Taco
2,"1 x Taco, 1 x Wrap"
3,"1 x Wrap, 1 x Pasta"
4,"1 x IceCream, 1 x Donut"
5,"1 x Burger, 1 x Fries, 1 x Coke"
6,"1 x IceCream, 1 x Donut, 1 x Tea"
7,"1 x Burger, 1 x Fries, 1 x Coke"
8,"1 x Pizza, 1 x Coke"
9,"1 x Donut, 1 x Fries, 1 x Soup, 1 x Coke"
10,"1 x IceCream, 1 x Donut, 1 x Taco"
11,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Nuggets"
12,"1 x Pizza, 1 x Coke"
13,"1 x Donut, 1 x Taco, 1 x IceCream"
14,"1 x Pizza, 1 x Coke, 1 x Sushi"
15,"1 x Taco, 1 x Wrap"
16,"1 x Taco, 1 x Wrap, 1 x Burger"
17,"1 x Taco, 1 x Wrap"
18,"1 x Pasta, 1 x Salad"
19,"1 x Soup, 1 x Taco, 1 x Wrap"
20,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Fries"
21,"1 x Taco, 1 x Wrap"
22,"1 x IceCream, 1 x Donut"
23,"1 x Pasta, 1 x Salad, 1 x Sushi"
24,"1 x IceCream, 1 x Donut"
25,"1 x Pizza, 1 x Coke"
26,"1 x Coke, 1 x Sandwich"
27,1 x Pasta
28,"1 x IceCream, 1 x Donut"
29,"1 x Sushi, 1 x Tea, 1 x IceCream"
30,"1 x Pasta, 1 x Salad"
31,"1 x Pasta, 1 x Salad"
32,"1 x Taco, 1 x Wrap"
33,"1 x Burger, 1 x Fries, 1 x Coke"
34,"1 x Pizza, 1 x Coke"
35,"1 x Pizza, 1 x Coke"
36,"1 x Burger, 1 x Nuggets, 1 x Donut"
37,"1 x Sandwich, 1 x Salad"
38,"1 x Salad, 1 x Donut, 1 x Pizza, 1 x Smoothie"
39,"1 x Coke, 1 x IceCream, 1 x Fries, 1 x Tea"
40,"1 x Pizza, 1 x Coke"
41,"1 x IceCream, 1 x Donut"
42,"1 x Nuggets, 1 x Donut, 1 x Salad"
43,"1 x Pasta, 1 x Salad"
44,"1 x Burger, 1 x Fries, 1 x Coke"
45,"1 x Burger, 1 x Fries, 1 x Coke"
46,"1 x Sandwich, 1 x Tea"
47,"1 x Pasta, 1 x Tea, 1 x Sandwich"
48,"1 x Taco, 1 x Wrap, 1 x Salad"
49,"1 x Pasta, 1 x Salad, 1 x Fries"
50,1 x Donut
51,"1 x Burger, 1 x Fries, 1 x Coke"
52,"1 x Burger, 1 x Wrap, 1 x Taco, 1 x Nuggets"
53,"1 x Burger, 1 x Sushi, 1 x Taco, 1 x Smoothie"
54,"1 x IceCream, 1 x Donut, 1 x Sushi"
55,"1 x IceCream, 1 x Donut, 1 x Tea"
56,"1 x Burger, 1 x Fries"
57,"1 x Pizza, 1 x Coke, 1 x Soup"
58,"1 x Soup, 1 x Pizza, 1 x Pasta"
59,"1 x Pasta, 1 x Soup, 1 x Smoothie"
60,"1 x Pasta, 1 x Salad, 1 x Nuggets"
61,"1 x IceCream, 1 x Soup"
62,"1 x IceCream, 1 x Donut, 1 x Sandwich"
63,"1 x Pasta, 1 x Salad"
64,"1 x Pizza, 1 x Coke"
65,"1 x Taco, 1 x Wrap, 1 x IceCream"
66,"1 x Nuggets, 1 x Pasta"
67,1 x Salad
68,"1 x Burger, 1 x Fries, 1 x Coke"
69,"1 x Pasta, 1 x Salad"
70,"1 x IceCream, 1 x Donut"
71,"1 x Sushi, 1 x Tea"
72,"1 x Pizza, 1 x Coke"
73,"1 x Burger, 1 x Tea, 1 x Nuggets, 1 x Fries"
74,"1 x Salad, 1 x Burger"
75,"1 x Burger, 1 x Fries, 1 x Coke"
76,1 x Coke
77,"1 x IceCream, 1 x Donut"
78,1 x Soup
79,"1 x Tea, 1 x Soup, 1 x Sushi, 1 x IceCream"
80,"1 x Smoothie, 1 x Pizza, 1 x Salad"
81,"1 x Taco, 1 x Wrap"
82,"1 x Sushi, 1 x Tea, 1 x Wrap"
83,1 x IceCream
84,"1 x Coke, 1 x Donut"
