order_id,items
1,"1 x Taco, 1 x Wrap"
2,"1 x Tea, 1 x Salad"
3,"1 x Taco, 1 x Smoothie"
4,"1 x Pizza, 1 x Sandwich"
5,1 x Pizza
6,"1 x Pasta, 1 x Salad"
7,"1 x Sushi, 1 x IceCream"
8,"1 x Sushi, 1 x Wrap, 1 x Nuggets"
9,"1 x Pasta, 1 x Salad, 1 x Wrap"
10,"1 x Sushi, 1 x Tea, 1 x Wrap"
11,"1 x Burger, 1 x Sandwich, 1 x Nuggets"
12,"1 x Pasta, 1 x Salad, 1 x Fries"
13,"1 x Fries, 1 x Soup, 1 x Taco, 1 x Smoothie"
14,"1 x Sushi, 1 x Tea"
15,"1 x Burger, 1 x Fries, 1 x Coke"
16,1 x Salad
17,"1 x Donut, 1 x Salad"
18,"1 x Taco, 1 x Wrap"
19,"1 x Pizza, 1 x Coke"
20,"1 x Sushi, 1 x Tea, 1 x Fries"
21,"1 x Pasta, 1 x Salad"
22,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Donut"
23,"1 x Burger, 1 x Fries, 1 x Coke"
24,"1 x Taco, 1 x Wrap, 1 x Coke"
25,1 x Tea
26,"1 x Pasta, 1 x Salad"
27,"1 x Burger, 1 x Fries, 1 x Coke"
28,"1 x Coke, 1 x Burger"
29,"1 x Taco, 1 x Wrap, 1 x Sandwich"
30,"1 x IceCream, 1 x Donut"
31,1 x Nuggets
32,"1 x Sushi, 1 x Tea"
33,"1 x Pizza, 1 x Coke"
34,1 x Tea
35,"1 x Donut, 1 x Taco, 1 x Coke, 1 x Nuggets"
36,"1 x Sushi, 1 x Tea"
37,"1 x IceCream, 1 x Donut"
38,"1 x Pasta, 1 x Salad"
39,"1 x Burger, 1 x Fries, 1 x Coke"
40,"1 x Pasta, 1 x Salad"
41,"1 x Pizza, 1 x Coke"
42,"1 x Sushi, 1 x Tea"
43,"1 x Soup, 1 x Pizza"
44,"1 x Sushi, 1 x Tea"
45,1 x Sandwich
46,"1 x Sushi, 1 x Tea, 1 x Wrap"
47,"1 x Pasta, 1 x Burger"
48,"1 x IceCream, 1 x Sandwich"
49,"1 x Pizza, 1 x Coke, 1 x Tea"
50,"1 x Sushi, 1 x Tea"
51,"1 x Pasta, 1 x Salad"
52,"1 x Soup, 1 x Pizza, 1 x Burger"
53,"1 x IceCream, 1 x Donut"
54,"1 x Sandwich, 1 x Pizza"
55,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Soup"
56,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Fries"
57,"1 x Soup, 1 x IceCream"
58,"1 x Taco, 1 x Wrap, 1 x Fries"
59,"1 x Fries, 1 x Burger, 1 x Sandwich"
60,"1 x Pasta, 1 x Salad"
61,"1 x IceCream, 1 x Donut"
62,1 x Nuggets
63,"1 x Taco, 1 x Wrap"
64,"1 x Burger, 1 x Fries, 1 x Coke"
65,"1 x Pasta, 1 x Salad"
66,"1 x Sushi, 1 x Tea"
67,"1 x IceCream, 1 x Donut"
68,"1 x IceCream, 1 x Donut, 1 x Nuggets"
69,"1 x Pizza, 1 x Coke"
70,"1 x Pasta, 1 x Burger"
71,"1 x Burger, 1 x Fries, 1 x Coke"
72,"1 x Taco, 1 x Wrap"
73,"1 x Pizza, 1 x Coke"
74,"1 x IceCream, 1 x Donut"
75,"1 x Taco, 1 x Wrap, 1 x Smoothie"
76,"1 x Taco, 1 x Wrap, 1 x Salad"
77,"1 x Fries, 1 x Wrap"
78,"1 x Coke, 1 x Donut"
79,"1 x Donut, 1 x Burger, 1 x Sushi"
80,"1 x Donut, 1 x Soup"
81,"1 x IceCream, 1 x Pizza"
82,1 x Wrap
83,"1 x Taco, 1 x Wrap"
84,"1 x Sushi, 1 x Tea"
85,"1 x Burger, 1 x Fries, 1 x Coke"
86,"1 x Pasta, 1 x Salad"
87,"1 x Pizza, 1 x Coke"
88,"1 x Sushi, 1 x Tea"
89,"1 x Sushi, 1 x Tea"
90,"1 x Burger, 1 x Fries, 1 x Taco"
91,"1 x Smoothie, 1 x IceCream"
92,"1 x Soup, 1 x Smoothie, 1 x Sandwich"
93,"1 x Burger, 1 x Sushi, 1 x Salad, 1 x Tea"
94,"1 x IceCream, 1 x Donut"
95,"1 x Sushi, 1 x Tea"
96,"1 x Pasta, 1 x Salad, 1 x IceCream"
97,"1 x IceCream, 1 x Donut"
98,"1 x Fries, 1 x IceCream, 1 x Sandwich, 1 x Smoothie"
99,"1 x Taco, 1 x Wrap, 1 x Sandwich"
100,"1 x Pizza, 1 x Coke, 1 x Sandwich"
101,1 x Pizza
102,"1 x Taco, 1 x Wrap, 1 x Taco"
103,"1 x Sushi, 1 x Tea"
104,"1 x Pasta, 1 x Salad, 1 x Nuggets"
105,"1 x Sushi, 1 x Tea"
106,"1 x Sushi, 1 x Tea"
107,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Sushi"
108,"1 x Sandwich, 1 x Tea"
109,"1 x IceCream, 1 x Donut, 1 x Pizza"
