order_id,items
1,"1 x Fries, 1 x Salad, 1 x Soup"
2,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Soup"
3,"1 x Sushi, 1 x Tea, 1 x Pizza"
4,"1 x Burger, 1 x Fries, 1 x Coke"
5,"1 x Coke, 1 x IceCream, 1 x Salad"
6,"1 x Sushi, 1 x Coke, 1 x Wrap"
7,"1 x Donut, 1 x Sushi"
8,"1 x Taco, 1 x Wrap"
9,"1 x Sushi, 1 x Tea, 1 x Pasta"
10,"1 x Tea, 1 x Smoothie, 1 x Wrap"
11,"1 x Tea, 1 x Wrap"
12,1 x Soup
13,"1 x Nuggets, 1 x IceCream"
14,"1 x Taco, 1 x Wrap"
15,"1 x Sushi, 1 x Nuggets"
16,"1 x Taco, 1 x Wrap"
17,"1 x IceCream, 1 x Donut"
18,"1 x Donut, 1 x Smoothie"
19,"1 x Tea, 1 x Donut, 1 x Pizza"
20,"1 x Burger, 1 x Fries, 1 x Coke"
21,"1 x Taco, 1 x Wrap"
22,"1 x Burger, 1 x Fries, 1 x Coke"
23,"1 x Burger, 1 x Fries, 1 x Coke"
24,"1 x Smoothie, 1 x Tea, 1 x Donut, 1 x Pasta"
25,"1 x Wrap, 1 x Pizza"
26,"1 x Pizza, 1 x Coke"
27,"1 x Burger, 1 x Fries, 1 x IceCream"
28,"1 x IceCream, 1 x Donut"
29,"1 x Donut, 1 x Sandwich"
30,"1 x Taco, 1 x Wrap"
31,"1 x IceCream, 1 x Donut, 1 x Smoothie"
32,"1 x Pizza, 1 x Coke"
33,"1 x Sushi, 1 x Tea"
34,"1 x Burger, 1 x Fries, 1 x Coke"
35,"1 x Donut, 1 x Smoothie, 1 x Tea, 1 x Nuggets"
36,"1 x Sushi, 1 x Wrap, 1 x Taco, 1 x Coke"
37,"1 x IceCream, 1 x Coke, 1 x Burger, 1 x Donut"
38,"1 x Taco, 1 x Wrap, 1 x Salad"
39,"1 x Sushi, 1 x Tea"
40,"1 x Pizza, 1 x Coke"
41,"1 x Burger, 1 x Salad, 1 x Nuggets, 1 x Donut"
42,"1 x Sushi, 1 x Tea"
43,"1 x Pasta, 1 x Salad, 1 x Pasta"
44,"1 x Burger, 1 x Fries, 1 x Coke"
45,"1 x Taco, 1 x Coke"
46,1 x Fries
47,"1 x Soup, 1 x Nuggets, 1 x Pizza"
48,"1 x Pasta, 1 x Salad"
49,1 x Sandwich
50,"1 x Pasta, 1 x Salad, 1 x Taco"
51,"1 x Sushi, 1 x Tea, 1 x Nuggets"
52,"1 x Sushi, 1 x Tea"
53,1 x IceCream
54,"1 x Pizza, 1 x Coke"
55,"1 x Sushi, 1 x Tea"
56,"1 x Sushi, 1 x Tea, 1 x Soup"
57,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Pizza"
58,"1 x Pizza, 1 x Coke"
59,1 x Taco
60,"1 x Coke, 1 x Burger"
61,"1 x Coke, 1 x Soup, 1 x Donut"
62,"1 x Taco, 1 x Wrap"
63,"1 x Taco, 1 x Wrap"
64,1 x Tea
65,"1 x Taco, 1 x Wrap, 1 x Fries"
66,"1 x IceCream, 1 x Salad"
67,"1 x Salad, 1 x Donut, 1 x Burger"
68,1 x Taco
69,"1 x Taco, 1 x Wrap"
70,"1 x Sushi, 1 x Tea"
71,"1 x Wrap, 1 x Salad, 1 x Coke, 1 x Pizza"
72,"1 x IceCream, 1 x Donut"
73,"1 x Pizza, 1 x Coke"
74,"1 x IceCream, 1 x Donut"
75,"1 x IceCream, 1 x Donut"
76,"1 x Pasta, 1 x Burger"
77,"1 x Taco, 1 x Wrap, 1 x Salad"
78,"1 x Pasta, 1 x Salad"
79,"1 x Taco, 1 x Wrap"
80,"1 x Burger, 1 x Fries, 1 x Coke"
81,1 x Tea
82,"1 x IceCream, 1 x Donut"
83,"1 x Pasta, 1 x Salad, 1 x Pizza"
84,"1 x IceCream, 1 x Donut, 1 x Taco"
85,"1 x Burger, 1 x Fries, 1 x Coke"
86,"1 x IceCream, 1 x Donut"
87,"1 x Taco, 1 x Wrap"
88,"1 x IceCream, 1 x Donut"
89,1 x Nuggets
90,"1 x Wrap, 1 x Sandwich, 1 x Burger"
91,"1 x Taco, 1 x Sandwich, 1 x Pizza"
92,"1 x Taco, 1 x Wrap, 1 x Burger"
93,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Tea"
94,"1 x Taco, 1 x Wrap"
95,"1 x Nuggets, 1 x Fries"
96,1 x Donut
97,"1 x Pizza, 1 x Coke"
98,"1 x Donut, 1 x Tea, 1 x Sushi"
99,"1 x Sushi, 1 x Tea"
100,"1 x Pasta, 1 x Salad"
101,"1 x IceCream, 1 x Donut, 1 x Fries"
102,1 x Pasta
103,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Wrap"
104,"1 x Sushi, 1 x Donut"
105,"1 x Salad, 1 x Wrap"
106,"1 x Taco, 1 x Wrap"
107,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Sandwich"
108,1 x Donut
109,"1 x Burger, 1 x Fries, 1 x Coke"
110,"1 x Burger, 1 x Fries, 1 x Coke"
111,"1 x Pasta, 1 x Salad"
112,"1 x Burger, 1 x Fries, 1 x Coke"
113,"1 x Sushi, 1 x Tea"
114,"1 x IceCream, 1 x Donut"
115,"1 x Sandwich, 1 x Burger"
116,"1 x Pizza, 1 x Coke"
117,"1 x Taco, 1 x Wrap, 1 x Soup"
118,"1 x Pasta, 1 x Salad, 1 x IceCream"
119,"1 x Donut, 1 x Coke"
120,"1 x Taco, 1 x Wrap, 1 x Salad"
121,"1 x Pasta, 1 x Salad, 1 x Soup"
122,"1 x Wrap, 1 x Soup, 1 x Pasta"
123,"1 x Pasta, 1 x Salad"
124,"1 x Pasta, 1 x Salad, 1 x Pizza"
125,"1 x Taco, 1 x Wrap"
126,"1 x Burger, 1 x Fries, 1 x Coke"
127,"1 x Sushi, 1 x Tea"
128,"1 x Taco, 1 x Pizza"
129,"1 x Pizza, 1 x Soup, 1 x Salad"
130,"1 x Pasta, 1 x Salad"
131,"1 x Sushi, 1 x Tea, 1 x Pizza"
132,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Burger"
133,"1 x Pizza, 1 x Coke"
134,"1 x Donut, 1 x Smoothie"
135,"1 x Pasta, 1 x Salad, 1 x Wrap"
136,"1 x Pizza, 1 x Coke"
137,"1 x Pasta, 1 x Salad"
138,"1 x Burger, 1 x Fries, 1 x Coke"
139,"1 x Taco, 1 x Tea, 1 x Sushi, 1 x Nuggets"
140,"1 x Burger, 1 x Fries, 1 x Coke"
141,"1 x Taco, 1 x Wrap, 1 x Donut"
142,1 x Burger
143,"1 x Sushi, 1 x Tea"
144,"1 x Soup, 1 x Salad, 1 x Burger"
145,"1 x Sushi, 1 x Tea"
146,"1 x Tea, 1 x Donut, 1 x Pizza"
147,"1 x IceCream, 1 x Fries"
148,"1 x Sushi, 1 x Taco, 1 x Nuggets, 1 x Pizza"
149,"1 x Pasta, 1 x Salad"
150,"1 x Sushi, 1 x Tea, 1 x Salad"
151,"1 x Taco, 1 x Sandwich, 1 x IceCream"
152,"1 x Pasta, 1 x Pizza, 1 x Wrap"
153,"1 x Burger, 1 x Wrap"
154,"1 x IceCream, 1 x Donut"
155,"1 x Sushi, 1 x Tea"
156,"1 x IceCream, 1 x Smoothie"
157,"1 x Taco, 1 x Wrap"
158,"1 x Soup, 1 x Fries"
159,"1 x Taco, 1 x Fries"
160,"1 x Taco, 1 x Wrap, 1 x Salad"
161,"1 x Taco, 1 x Wrap"
162,"1 x IceCream, 1 x Donut, 1 x Fries"
163,"1 x Sandwich, 1 x Burger"
164,1 x Wrap
165,"1 x IceCream, 1 x Donut, 1 x Nuggets"
166,"1 x IceCream, 1 x Donut"
167,"1 x Sushi, 1 x Tea, 1 x Smoothie"
168,"1 x IceCream, 1 x Donut, 1 x Burger"
169,"1 x Fries, 1 x Soup, 1 x Wrap"
170,"1 x IceCream, 1 x Donut"
171,"1 x IceCream, 1 x Donut"
172,"1 x Pasta, 1 x Salad, 1 x Coke"
173,"1 x Taco, 1 x Wrap"
174,"1 x Salad, 1 x Coke"
175,"1 x Sushi, 1 x Smoothie"
176,"1 x Burger, 1 x Fries, 1 x Coke"
177,"1 x Pasta, 1 x Salad"
178,1 x Sushi
179,"1 x Nuggets, 1 x Tea"
180,"1 x Sushi, 1 x Tea, 1 x Burger"
181,"1 x Nuggets, 1 x Salad"
