order_id,items
1,"1 x Pasta, 1 x Salad, 1 x Coke"
2,"1 x Sushi, 1 x Tea"
3,"1 x Sushi, 1 x Tea"
4,"1 x Sushi, 1 x Tea"
5,"1 x IceCream, 1 x Donut, 1 x Tea"
6,"1 x Burger, 1 x Fries, 1 x Coke"
7,"1 x Taco, 1 x Wrap"
8,"1 x IceCream, 1 x Donut"
9,"1 x Pizza, 1 x Pasta"
10,"1 x Burger, 1 x Fries, 1 x Coke"
11,"1 x Pasta, 1 x Salad"
12,"1 x Taco, 1 x Wrap, 1 x Salad"
13,"1 x Soup, 1 x Coke"
14,"1 x Pasta, 1 x Salad"
15,1 x Tea
16,1 x Sandwich
17,"1 x IceCream, 1 x Donut"
18,"1 x Burger, 1 x Pizza"
19,"1 x Pasta, 1 x Salad"
20,"1 x Taco, 1 x Wrap"
21,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Soup"
22,"1 x Wrap, 1 x Coke, 1 x Sandwich, 1 x Fries"
23,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Wrap"
24,"1 x Taco, 1 x Wrap"
25,"1 x Taco, 1 x Wrap, 1 x Sandwich"
26,1 x Tea
27,"1 x Pizza, 1 x Coke"
28,"1 x Pizza, 1 x Coke, 1 x Sushi"
29,"1 x Pasta, 1 x Salad, 1 x Salad"
30,"1 x Sushi, 1 x Tea"
31,"1 x Pasta, 1 x Salad"
32,"1 x Burger, 1 x Fries, 1 x Coke"
33,"1 x Pasta, 1 x Salad"
34,"1 x IceCream, 1 x Donut"
35,"1 x Burger, 1 x Fries, 1 x Coke"
36,1 x Sushi
37,1 x Burger
38,"1 x Pizza, 1 x Coke, 1 x Pizza"
39,"1 x Sushi, 1 x Tea, 1 x Soup"
40,"1 x Taco, 1 x Wrap"
41,1 x Smoothie
42,"1 x Pizza, 1 x Coke"
43,"1 x Pizza, 1 x Coke"
44,"1 x Sushi, 1 x Tea"
45,"1 x Burger, 1 x Fries, 1 x Coke"
46,"1 x Taco, 1 x Wrap"
47,"1 x Sushi, 1 x Tea"
48,"1 x Pasta, 1 x Fries, 1 x Sandwich"
49,"1 x Burger, 1 x Fries, 1 x Coke"
50,"1 x Wrap, 1 x Nuggets, 1 x Smoothie, 1 x Sushi"
51,"1 x Tea, 1 x Coke, 1 x Sandwich"
52,"1 x Sushi, 1 x Tea"
53,"1 x Sushi, 1 x Tea"
54,"1 x Burger, 1 x Fries, 1 x Coke"
55,1 x Fries
56,"1 x Donut, 1 x Pasta"
57,"1 x Taco, 1 x Wrap"
58,"1 x Taco, 1 x Wrap"
59,"1 x Coke, 1 x Fries, 1 x Soup"
60,"1 x Fries, 1 x Pasta, 1 x Soup, 1 x Tea"
61,"1 x Burger, 1 x Soup"
62,"1 x Pizza, 1 x Coke"
63,"1 x IceCream, 1 x Donut"
64,"1 x Pizza, 1 x Wrap"
65,1 x Tea
66,"1 x Pizza, 1 x Coke"
67,"1 x Taco, 1 x Wrap"
68,"1 x Sushi, 1 x Tea"
69,"1 x Taco, 1 x Wrap"
70,"1 x Pasta, 1 x Salad"
71,1 x Soup
72,"1 x Donut, 1 x Taco"
73,"1 x IceCream, 1 x Donut"
74,"1 x Burger, 1 x Fries, 1 x Coke"
75,"1 x Burger, 1 x Fries, 1 x Coke"
76,"1 x Smoothie, 1 x Taco"
77,"1 x Pasta, 1 x Donut"
78,1 x Pizza
79,"1 x Pasta, 1 x Salad, 1 x Coke"
80,"1 x IceCream, 1 x Nuggets, 1 x Coke"
81,"1 x Pizza, 1 x Coke"
82,"1 x Sushi, 1 x Tea, 1 x Pizza"
83,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Donut"
84,1 x Wrap
85,"1 x Nuggets, 1 x Pizza"
86,"1 x IceCream, 1 x Donut"
87,"1 x Pizza, 1 x Coke, 1 x Tea"
88,"1 x Pasta, 1 x Salad, 1 x Burger"
89,"1 x Pizza, 1 x Coke"
90,"1 x Pizza, 1 x Coke, 1 x Taco"
91,"1 x Taco, 1 x Wrap"
92,"1 x Pizza, 1 x Sushi"
93,"1 x IceCream, 1 x Donut"
94,"1 x Taco, 1 x Wrap, 1 x Pizza"
95,"1 x Taco, 1 x Nuggets, 1 x IceCream"
96,"1 x Sandwich, 1 x Tea"
97,"1 x Taco, 1 x Wrap, 1 x Burger"
98,"1 x Coke, 1 x IceCream, 1 x Sandwich"
99,"1 x Pasta, 1 x Salad"
100,1 x Pasta
101,"1 x Sandwich, 1 x IceCream, 1 x Salad"
102,"1 x IceCream, 1 x Donut"
103,"1 x Sushi, 1 x Tea, 1 x Sushi"
104,"1 x Pasta, 1 x Salad"
105,"1 x Pizza, 1 x Coke"
106,"1 x Sushi, 1 x Tea, 1 x Taco"
107,"1 x Pizza, 1 x Coke"
108,"1 x Burger, 1 x Fries, 1 x Coke"
109,"1 x Taco, 1 x Wrap"
110,"1 x Sandwich, 1 x Donut"
111,"1 x Taco, 1 x Wrap, 1 x Wrap"
112,1 x Taco
113,"1 x Pasta, 1 x Salad, 1 x Tea"
114,"1 x Burger, 1 x Nuggets, 1 x Sandwich, 1 x Smoothie"
115,1 x Donut
116,"1 x Pasta, 1 x IceCream, 1 x Tea"
117,"1 x Burger, 1 x Fries, 1 x Coke, 1 x Sushi"
118,"1 x Pasta, 1 x Salad"
119,"1 x IceCream, 1 x Donut, 1 x Wrap"
120,"1 x Pizza, 1 x Coke"
121,"1 x Sushi, 1 x Tea"
122,"1 x Donut, 1 x Sushi"
123,"1 x Pasta, 1 x Salad"
124,"1 x Taco, 1 x Wrap"
125,1 x Fries
126,"1 x Burger, 1 x Fries, 1 x Coke"
127,1 x Pasta
128,"1 x Sandwich, 1 x Taco, 1 x IceCream"
129,"1 x Pizza, 1 x Coke, 1 x Salad"
130,"1 x IceCream, 1 x Nuggets, 1 x Smoothie"
131,"1 x IceCream, 1 x Donut"
132,"1 x Burger, 1 x Smoothie"
133,"1 x Salad, 1 x Coke, 1 x Tea"
134,"1 x Sushi, 1 x Tea"
135,"1 x IceCream, 1 x Donut"
