order_id,items
1,"Soup, Taco"
2,"Taco, Wrap"
3,"Pasta, Salad, Sandwich"
4,"IceCream, Donut"
5,"Taco, Pasta, Nuggets"
6,Pizza
7,"Nuggets, Pasta, Tea"
8,"Taco, Wrap"
9,"Taco, Wrap"
10,"Sushi, Tea"
11,"IceCream, Donut, Fries"
12,"Burger, Fries, Coke"
13,"Pizza, Coke, Pizza"
14,"IceCream, Donut"
15,"IceCream, Donut, Burger"
16,"Soup, Wrap, Donut, Pasta"
17,"Pasta, Salad, Donut"
18,"IceCream, Taco"
19,"Burger, Fries, Coke, Salad"
20,Nuggets
21,Burger
22,"IceCream, Donut"
23,"Pasta, Salad"
24,"Sushi, Tea"
25,"Burger, Nuggets, Sandwich"
26,Tea
27,"Nuggets, Fries"
28,"Taco, Wrap, Burger"
29,"Taco, Wrap"
30,"Sushi, Tea"
31,"Sandwich, Donut"
32,"Burger, Fries, Coke"
33,"Pizza, Coke"
34,"Pasta, Salad, Burger"
35,"IceCream, Donut"
36,"Burger, Fries, Coke"
37,Pizza
38,"Taco, Wrap"
39,"Pasta, Salad"
40,"Donut, Pasta, Sushi"
41,"Pizza, Coke"
42,"Pasta, Salad"
43,"Taco, Wrap"
44,Salad
45,"Pizza, Coke, Sushi"
46,"IceCream, Nuggets, Pasta"
47,"Burger, Fries, Coke"
48,"Wrap, Taco"
49,"Coke, Burger"
50,"Sushi, Tea"
51,"Sushi, Tea"
52,Sushi
53,"Burger, Fries, Coke"
54,"Sushi, Tea, Soup"
55,Taco
56,"Pasta, Salad"
57,"Sushi, Tea, Taco"
58,"Burger, Fries, Coke, IceCream"
59,"Pasta, Salad"
60,Taco
61,"Taco, Wrap, Tea"
62,"Pizza, Coke, Pizza"
63,"Sushi, Tea"
64,"Pasta, Salad"
65,"Pizza, Coke"
66,"IceCream, Donut, Soup"
67,"Taco, Wrap"
68,"Pizza, Coke"
69,"Burger, Fries, Coke, Sushi"
70,"Taco, Wrap, Pizza"
71,"Tea, Fries"
72,"Soup, Coke, Tea"
