"timestamp","orders_per_hour","sales_per_hour","subtotal","total","promotion_type"
"2025-09-30 16:00:00","16","5534.64232202528","4981.178089822753","5534.64232202528","discount_10"
"2025-09-30 17:00:00","11","3920.3954426693463","3528.3558984024116","3920.3954426693463","no_promo"
"2025-09-30 18:00:00","32","14044.560266541352","12640.104239887216","14044.560266541352","combo_deal"
"2025-09-30 19:00:00","28","13502.297350575593","12152.067615518034","13502.297350575593","discount_10"
"2025-09-30 20:00:00","33","13665.700823861405","12299.130741475265","13665.700823861405","combo_deal"
"2025-09-30 21:00:00","35","11867.755064042183","10680.979557637966","11867.755064042183","combo_deal"
"2025-09-30 22:00:00","17","7842.610658164607","7058.349592348147","7842.610658164607","free_delivery"
"2025-09-30 23:00:00","3","502.7908641367584","452.51177772308256","502.7908641367584","no_promo"
"2025-10-01 00:00:00","0","585.4370914964617","526.8933823468155","585.4370914964617","free_delivery"
"2025-10-01 01:00:00","3","630.69647314649","567.6268258318411","630.69647314649","free_delivery"
"2025-10-01 02:00:00","7","2633.3498892433445","2370.01490031901","2633.3498892433445","no_promo"
"2025-10-01 03:00:00","3","302.6900612747786","272.42105514730076","302.6900612747786","free_delivery"
"2025-10-01 04:00:00","1","644.4494426599541","580.0044983939587","644.4494426599541","free_delivery"
"2025-10-01 05:00:00","3","962.1441469642731","865.9297322678458","962.1441469642731","discount_20"
"2025-10-01 06:00:00","1","865.2429192424014","778.7186273181612","865.2429192424014","no_promo"
"2025-10-01 07:00:00","2","1101.2548694692655","991.1293825223389","1101.2548694692655","discount_10"
"2025-10-01 08:00:00","14","6174.718951565825","5557.247056409243","6174.718951565825","combo_deal"
"2025-10-01 09:00:00","8","3876.3640196209294","3488.7276176588366","3876.3640196209294","no_promo"
"2025-10-01 10:00:00","27","11230.55981774051","10107.50383596646","11230.55981774051","combo_deal"
"2025-10-01 11:00:00","33","11334.229841451192","10200.806857306072","11334.229841451192","discount_20"
"2025-10-01 12:00:00","34","13972.579661395246","12575.321695255721","13972.579661395246","combo_deal"
"2025-10-01 13:00:00","35","12083.834893306494","10875.451403975845","12083.834893306494","discount_20"
"2025-10-01 14:00:00","18","6385.164448343723","5746.648003509351","6385.164448343723","no_promo"
"2025-10-01 15:00:00","15","4363.026607881587","3926.7239470934283","4363.026607881587","free_delivery"
"2025-10-01 16:00:00","26","9460.08514497854","8514.076630480688","9460.08514497854","free_delivery"
"2025-10-01 17:00:00","10","4077.324560123736","3669.5921041113625","4077.324560123736","discount_20"
"2025-10-01 18:00:00","19","10619.664725430503","9557.698252887452","10619.664725430503","free_delivery"
"2025-10-01 19:00:00","35","14901.262121509013","13411.135909358112","14901.262121509013","discount_20"
"2025-10-01 20:00:00","29","13143.204841736015","11828.884357562414","13143.204841736015","combo_deal"
"2025-10-01 21:00:00","41","18154.39944484803","16338.959500363228","18154.39944484803","discount_10"
"2025-10-01 22:00:00","11","5283.600647974626","4755.240583177163","5283.600647974626","free_delivery"
"2025-10-01 23:00:00","4","2420.944137232391","2178.8497235091518","2420.944137232391","combo_deal"
"2025-10-02 00:00:00","2","1365.1427769629859","1228.6284992666874","1365.1427769629859","no_promo"
"2025-10-02 01:00:00","3","1819.7846845615243","1637.806216105372","1819.7846845615243","no_promo"
"2025-10-02 02:00:00","5","2492.433106642376","2243.1897959781386","2492.433106642376","discount_20"
"2025-10-02 03:00:00","4","1718.8280932194557","1546.94528389751","1718.8280932194557","discount_10"
"2025-10-02 04:00:00","7","2770.984359842501","2493.885923858251","2770.984359842501","free_delivery"
"2025-10-02 05:00:00","4","2382.900538420197","2144.6104845781774","2382.900538420197","combo_deal"
"2025-10-02 06:00:00","2","1177.3835870183539","1059.6452283165186","1177.3835870183539","discount_20"
"2025-10-02 07:00:00","5","1473.5513597016748","1326.1962237315074","1473.5513597016748","no_promo"
"2025-10-02 08:00:00","8","2571.732089294586","2314.558880365127","2571.732089294586","no_promo"
"2025-10-02 09:00:00","11","4350.0094482099685","3915.008503388972","4350.0094482099685","discount_10"
"2025-10-02 10:00:00","19","9551.754197016102","8596.578777314491","9551.754197016102","combo_deal"
"2025-10-02 11:00:00","34","13190.358494294564","11871.322644865108","13190.358494294564","discount_20"
"2025-10-02 12:00:00","19","7699.6531254817855","6929.687812933607","7699.6531254817855","discount_10"
"2025-10-02 13:00:00","36","11013.194444459232","9911.87500001331","11013.194444459232","discount_10"
"2025-10-02 14:00:00","27","13173.19691022644","11855.877219203796","13173.19691022644","discount_20"
