"timestamp","orders_per_hour","sales_per_hour","subtotal","total","promotion_type"
"2025-11-09 13:00:00","39","15316.49193986493","13784.842745878437","15316.49193986493","free_delivery"
"2025-11-09 14:00:00","45","18656.638053839793","16790.974248455816","18656.638053839793","combo_deal"
"2025-11-09 15:00:00","26","9682.710111660319","8714.439100494288","9682.710111660319","discount_20"
"2025-11-09 16:00:00","30","12334.53695822587","11101.083262403283","12334.53695822587","free_delivery"
"2025-11-09 17:00:00","17","6062.794023898002","5456.514621508201","6062.794023898002","no_promo"
"2025-11-09 18:00:00","27","11086.775762708177","9978.09818643736","11086.775762708177","no_promo"
"2025-11-09 19:00:00","30","9257.85314812187","8332.067833309684","9257.85314812187","no_promo"
"2025-11-09 20:00:00","39","10897.697006517277","9807.927305865549","10897.697006517277","free_delivery"
"2025-11-09 21:00:00","29","9918.829742828868","8926.946768545982","9918.829742828868","no_promo"
"2025-11-09 22:00:00","26","11554.00082028478","10398.600738256302","11554.00082028478","discount_20"
"2025-11-09 23:00:00","7","2121.993003563147","1909.7937032068323","2121.993003563147","no_promo"
"2025-11-10 00:00:00","4","2794.997307312647","2515.4975765813824","2794.997307312647","discount_20"
"2025-11-10 01:00:00","6","1713.2057148867304","1541.8851433980574","1713.2057148867304","discount_20"
"2025-11-10 02:00:00","6","2211.4816957005023","1990.3335261304521","2211.4816957005023","free_delivery"
"2025-11-10 03:00:00","5","2108.972681921855","1898.0754137296694","2108.972681921855","discount_10"
"2025-11-10 04:00:00","3","1458.7401321101056","1312.866118899095","1458.7401321101056","discount_20"
"2025-11-10 05:00:00","7","2107.9811584289905","1897.1830425860915","2107.9811584289905","discount_10"
"2025-11-10 06:00:00","3","2078.8550656127595","1870.9695590514837","2078.8550656127595","discount_20"
"2025-11-10 07:00:00","4","2121.5089565708226","1909.3580609137405","2121.5089565708226","free_delivery"
"2025-11-10 08:00:00","12","3955.017520931909","3559.515768838718","3955.017520931909","no_promo"
"2025-11-10 09:00:00","18","7939.618626867199","7145.6567641804795","7939.618626867199","discount_20"
"2025-11-10 10:00:00","14","6176.955737417751","5559.260163675976","6176.955737417751","discount_10"
"2025-11-10 11:00:00","32","16078.050867489072","14470.245780740164","16078.050867489072","free_delivery"
"2025-11-10 12:00:00","16","6899.115713784562","6209.204142406106","6899.115713784562","no_promo"
"2025-11-10 13:00:00","39","15813.930149661774","14232.537134695596","15813.930149661774","free_delivery"
"2025-11-10 14:00:00","35","13380.03207900518","12042.028871104661","13380.03207900518","combo_deal"
"2025-11-10 15:00:00","17","8031.99614115203","7228.796527036827","8031.99614115203","free_delivery"
"2025-11-10 16:00:00","21","8622.243045089699","7760.018740580729","8622.243045089699","combo_deal"
"2025-11-10 17:00:00","12","6263.245772836122","5636.921195552511","6263.245772836122","discount_20"
"2025-11-10 18:00:00","21","8513.109092091523","7661.798182882371","8513.109092091523","combo_deal"
"2025-11-10 19:00:00","38","14035.494047293283","12631.944642563954","14035.494047293283","discount_10"
"2025-11-10 20:00:00","26","12183.066569273167","10964.759912345851","12183.066569273167","discount_20"
"2025-11-10 21:00:00","33","14503.185270363714","13052.866743327342","14503.185270363714","discount_20"
"2025-11-10 22:00:00","10","4076.7969421848175","3669.117247966336","4076.7969421848175","discount_20"
"2025-11-10 23:00:00","0","997.2776132529525","897.5498519276573","997.2776132529525","discount_20"
"2025-11-11 00:00:00","5","2750.898254766046","2475.808429289442","2750.898254766046","combo_deal"
"2025-11-11 01:00:00","2","1582.4502761179033","1424.205248506113","1582.4502761179033","no_promo"
"2025-11-11 02:00:00","6","1144.9821133859746","1030.4839020473771","1144.9821133859746","no_promo"
"2025-11-11 03:00:00","4","2103.3644363745884","1893.0279927371296","2103.3644363745884","no_promo"
"2025-11-11 04:00:00","8","3480.621602571874","3132.5594423146867","3480.621602571874","combo_deal"
"2025-11-11 05:00:00","6","3638.263157636783","3274.4368418731046","3638.263157636783","combo_deal"
"2025-11-11 06:00:00","8","2800.8602404972758","2520.774216447548","2800.8602404972758","free_delivery"
"2025-11-11 07:00:00","3","1362.0370245024765","1225.8333220522288","1362.0370245024765","no_promo"
"2025-11-11 08:00:00","13","6347.7904889402125","5713.011440046192","6347.7904889402125","discount_10"
"2025-11-11 09:00:00","20","10179.142239798874","9161.228015818986","10179.142239798874","discount_10"
"2025-11-11 10:00:00","16","5921.857629774098","5329.671866796689","5921.857629774098","discount_20"
"2025-11-11 11:00:00","22","7593.746108234241","6834.371497410817","7593.746108234241","discount_10"
"2025-11-11 12:00:00","18","5491.776136136866","4942.598522523179","5491.776136136866","discount_10"
"2025-11-11 13:00:00","39","15541.217404038967","13987.095663635071","15541.217404038967","combo_deal"
"2025-11-11 14:00:00","29","16136.341653789153","14522.707488410239","16136.341653789153","discount_10"
