"timestamp","orders_per_hour","sales_per_hour","subtotal","total","promotion_type"
"2025-09-30 22:00:00","17","5872.242757107562","5285.018481396806","5872.242757107562","combo_deal"
"2025-09-30 23:00:00","4","1269.1978633803026","1142.2780770422723","1269.1978633803026","no_promo"
"2025-10-01 00:00:00","5","1280.3838938265365","1152.3455044438829","1280.3838938265365","discount_20"
"2025-10-01 01:00:00","3","1704.4347990801318","1533.9913191721187","1704.4347990801318","free_delivery"
"2025-10-01 02:00:00","4","2258.0562362678256","2032.250612641043","2258.0562362678256","discount_20"
"2025-10-01 03:00:00","0","559.5359801348068","503.58238212132613","559.5359801348068","discount_10"
"2025-10-01 04:00:00","5","1742.1853059017053","1567.9667753115348","1742.1853059017053","free_delivery"
"2025-10-01 05:00:00","3","769.1605063584716","692.2444557226245","769.1605063584716","no_promo"
"2025-10-01 06:00:00","1","1809.273748174948","1628.346373357453","1809.273748174948","discount_20"
"2025-10-01 07:00:00","13","4224.473608669285","3802.0262478023565","4224.473608669285","combo_deal"
"2025-10-01 08:00:00","7","2314.6809445723393","2083.2128501151055","2314.6809445723393","no_promo"
"2025-10-01 09:00:00","10","4620.875272428238","4158.787745185414","4620.875272428238","no_promo"
"2025-10-01 10:00:00","17","7275.513093803459","6547.961784423113","7275.513093803459","discount_20"
"2025-10-01 11:00:00","19","7687.327775351353","6918.594997816218","7687.327775351353","discount_10"
"2025-10-01 12:00:00","25","13275.740573855517","11948.166516469966","13275.740573855517","discount_20"
"2025-10-01 13:00:00","21","7495.028421110177","6745.52557899916","7495.028421110177","no_promo"
"2025-10-01 14:00:00","22","8249.376667754666","7424.4390009792","8249.376667754666","free_delivery"
"2025-10-01 15:00:00","21","7839.164221800534","7055.247799620481","7839.164221800534","discount_20"
"2025-10-01 16:00:00","18","6858.866308854069","6172.979677968662","6858.866308854069","discount_10"
"2025-10-01 17:00:00","25","8647.453882944314","7782.708494649883","8647.453882944314","free_delivery"
