"timestamp","orders_per_hour","sales_per_hour","subtotal","total","promotion_type"
"2025-09-30 22:00:00","19","9086.401941224256","8177.76174710183","9086.401941224256","discount_20"
"2025-09-30 23:00:00","1","0.0","0.0","0.0","no_promo"
"2025-10-01 00:00:00","7","3087.0606639342654","2778.3545975408388","3087.0606639342654","discount_20"
"2025-10-01 01:00:00","3","2229.5871862206973","2006.6284675986276","2229.5871862206973","discount_10"
"2025-10-01 02:00:00","3","2027.7234249494973","1824.9510824545475","2027.7234249494973","combo_deal"
"2025-10-01 03:00:00","5","2206.6957899275226","1986.0262109347705","2206.6957899275226","discount_20"
"2025-10-01 04:00:00","3","1207.0937858009038","1086.3844072208135","1207.0937858009038","no_promo"
"2025-10-01 05:00:00","0","1493.459994330677","1344.1139948976095","1493.459994330677","free_delivery"
"2025-10-01 06:00:00","1","1106.5810792541588","995.922971328743","1106.5810792541588","free_delivery"
"2025-10-01 07:00:00","2","1569.0223063176743","1412.1200756859068","1569.0223063176743","discount_10"
"2025-10-01 08:00:00","14","4691.728740973141","4222.555866875827","4691.728740973141","no_promo"
"2025-10-01 09:00:00","15","7380.358771686708","6642.322894518037","7380.358771686708","discount_20"
"2025-10-01 10:00:00","10","6759.272418237801","6083.345176414021","6759.272418237801","discount_10"
"2025-10-01 11:00:00","20","8667.34400165209","7800.609601486882","8667.34400165209","free_delivery"
"2025-10-01 12:00:00","28","9341.946358852989","8407.75172296769","9341.946358852989","free_delivery"
"2025-10-01 13:00:00","23","9393.85553427347","8454.469980846125","9393.85553427347","no_promo"
"2025-10-01 14:00:00","26","10230.684519191986","9207.616067272787","10230.684519191986","no_promo"
"2025-10-01 15:00:00","11","2373.2520739119063","2135.926866520716","2373.2520739119063","no_promo"
"2025-10-01 16:00:00","24","10871.478260778635","9784.33043470077","10871.478260778635","discount_20"
"2025-10-01 17:00:00","10","5005.863124429423","4505.27681198648","5005.863124429423","discount_10"
"2025-10-01 18:00:00","13","5937.548384013583","5343.793545612225","5937.548384013583","free_delivery"
"2025-10-01 19:00:00","30","13036.925159013948","11733.232643112553","13036.925159013948","combo_deal"
"2025-10-01 20:00:00","25","11670.282521464782","10503.254269318304","11670.282521464782","free_delivery"
"2025-10-01 21:00:00","32","15415.524178554133","13873.97176069872","15415.524178554133","combo_deal"
"2025-10-01 22:00:00","13","6254.0995598960235","5628.689603906421","6254.0995598960235","combo_deal"
"2025-10-01 23:00:00","6","1910.8770039886977","1719.789303589828","1910.8770039886977","free_delivery"
"2025-10-02 00:00:00","9","3274.1053198501318","2946.6947878651185","3274.1053198501318","discount_10"
"2025-10-02 01:00:00","4","1960.6912741593721","1764.622146743435","1960.6912741593721","combo_deal"
