"timestamp","orders_per_hour","sales_per_hour","subtotal","total","promotion_type"
"2025-09-30 16:00:00","19","7735.111079477757","6961.599971529981","7735.111079477757","discount_20"
"2025-09-30 17:00:00","17","8793.903277247427","7914.512949522685","8793.903277247427","discount_20"
"2025-09-30 18:00:00","26","9022.57063212464","8120.313568912176","9022.57063212464","free_delivery"
"2025-09-30 19:00:00","32","12402.630518045657","11162.36746624109","12402.630518045657","discount_10"
"2025-09-30 20:00:00","38","14669.85822537059","13202.872402833531","14669.85822537059","combo_deal"
"2025-09-30 21:00:00","40","12916.419633349611","11624.77767001465","12916.419633349611","combo_deal"
"2025-09-30 22:00:00","12","5065.284655723112","4558.756190150802","5065.284655723112","no_promo"
"2025-09-30 23:00:00","4","1197.7714708324816","1077.9943237492334","1197.7714708324816","free_delivery"
"2025-10-01 00:00:00","5","2368.583497847697","2131.7251480629275","2368.583497847697","no_promo"
"2025-10-01 01:00:00","6","2873.792969407829","2586.413672467046","2873.792969407829","no_promo"
"2025-10-01 02:00:00","5","1580.3171883253651","1422.2854694928287","1580.3171883253651","discount_20"
"2025-10-01 03:00:00","4","1963.126420856308","1766.8137787706771","1963.126420856308","combo_deal"
"2025-10-01 04:00:00","3","2161.948660571263","1945.7537945141369","2161.948660571263","discount_10"
"2025-10-01 05:00:00","1","1600.3201990180512","1440.288179116246","1600.3201990180512","combo_deal"
"2025-10-01 06:00:00","6","2534.10336968798","2280.693032719182","2534.10336968798","combo_deal"
"2025-10-01 07:00:00","6","1849.6998760494987","1664.7298884445488","1849.6998760494987","free_delivery"
"2025-10-01 08:00:00","15","4309.376723227372","3878.439050904635","4309.376723227372","discount_20"
"2025-10-01 09:00:00","9","3337.121635521222","3003.4094719690997","3337.121635521222","no_promo"
"2025-10-01 10:00:00","23","8579.172721478511","7721.255449330661","8579.172721478511","combo_deal"
"2025-10-01 11:00:00","36","18967.052704826805","17070.347434344127","18967.052704826805","free_delivery"
"2025-10-01 12:00:00","33","11901.151731418528","10711.036558276675","11901.151731418528","discount_20"
"2025-10-01 13:00:00","33","14833.641730367399","13350.277557330659","14833.641730367399","combo_deal"
"2025-10-01 14:00:00","18","7378.653232211303","6640.787908990173","7378.653232211303","no_promo"
"2025-10-01 15:00:00","16","6764.799790037436","6088.3198110336925","6764.799790037436","free_delivery"
"2025-10-01 16:00:00","16","6117.052425512935","5505.347182961642","6117.052425512935","combo_deal"
